CONTINENT,SIZE,country,gppd_idnr,name,capacity_m,commission,T1__6_year,T2__3_year,latitude,longitude
Asia,Medium,VNM,WRI1030907,Ngoi Hut 2,48,2014,2008,2017,21.7938,104.3324
Asia,Medium,VNM,WRI1030908,Nam Muc,44,2014,2008,2017,21.7981,103.2935
Asia,Small,VNM,WRI1030909,Ngoi Hut 1,8.4,2011,2005,2014,21.8093,104.4361
Asia,Medium,VNM,WRI1030910,Ban Chat,220,2013,2007,2016,21.8612,103.8286
Asia,Medium,VNM,WRI1030911,Muong Kim,13.5,2010,2004,2013,21.8718,103.9062
Asia,Medium,VNM,WRI1030912,Ho Bon,18,2012,2006,2015,21.8778,103.942
Asia,Large,VNM,WRI1030913,Lai Chau,"1,200.00",2015,2011,2018,22.1379,102.9839
Asia,Small,VNM,WRI1030915,Nam Cat,3.2,2012,2006,2015,22.2016,105.7776
Asia,Medium,VNM,WRI1030916,Seo Chong Ho,22,2013,2007,2016,22.2481,103.8963
Asia,Medium,VNM,WRI1030917,Su Pan 2,34.5,2011,2005,2014,22.2647,103.9622
Asia,Medium,VNM,WRI1030919,Nam Na 3,84,2015,2009,2018,22.2985,103.1613
Asia,Medium,VNM,WRI1030920,Ta Thang,60,2013,2007,2016,22.2987,104.0221
Asia,Small,VNM,WRI1030921,Lao Chai,2.4,2013,2007,2016,22.31,103.8599
Asia,Large,VNM,WRI1030922,Tuyen Quang,342,2008,2002,2011,22.36,105.3985
Asia,Medium,VNM,WRI1030925,Ngoi Xan 1,10.5,2007,2001,2010,22.4734,103.8729
Asia,Small,VNM,WRI1030926,Ngoi Xan 2,8,2008,2002,2011,22.4754,103.8595
Asia,Small,VNM,WRI1030927,Ta Loi 3,7.5,2012,2006,2015,22.4875,103.6653
Asia,Medium,VNM,WRI1030928,Nam Na 2,66,2015,2009,2018,22.4932,103.234
Asia,Small,VNM,WRI1030929,Thuong an,2.4,2008,2002,2011,22.5041,105.9936
Asia,Small,VNM,WRI1030930,Nam Pung,9.3,2009,2003,2012,22.5069,103.6906
Asia,Medium,VNM,WRI1030931,Muong Hum,32,2011,2005,2014,22.5404,103.7142
Asia,Medium,VNM,WRI1030933,Ngoi Phat,72,2014,2008,2017,22.5546,103.7434
Asia,Small,VNM,WRI1030934,Na T?í????u,6,2014,2008,2017,22.6722,106.505
Asia,Medium,VNM,WRI1030936,Song Chay 5,16,2012,2006,2015,22.7148,104.535
Asia,Small,VNM,WRI1030937,Thoong Cot 2,3.5,2013,2007,2016,22.8297,106.6189
Asia,Medium,VNM,WRI1030938,Ban Ra,18,2012,2006,2015,22.859,106.6998
Asia,Medium,VNM,WRI1030939,Ea Krong Rou,28,2007,2001,2010,12.5992,108.9397
Asia,Medium,VNM,WRI1030940,Hoa Phu,29,2014,2008,2017,12.6497,107.9091
Asia,Small,VNM,WRI1030941,Dak Rung 1,6,2010,2004,2013,12.1139,107.6336
Asia,Medium,VNM,WRI1030943,Dak Srong,18,2010,2004,2013,13.7659,108.5236
Asia,Medium,VNM,WRI1030944,Se san 4A,63,2011,2005,2014,13.9308,107.4678
Asia,Medium,VNM,WRI1030945,Tra Xom,20,2013,2007,2016,14.2875,108.7222
Asia,Medium,VNM,WRI1030947,Nam Chien 1,200,2013,2007,2016,21.5935,104.1444
Asia,Medium,VNM,WRI1030948,Nho Que 3,110,2012,2006,2015,23.1433,105.5154
Europe,Medium,GRC,WRI1061089,Ilarionas,154,2011,2005,2014,40.0966,21.8039
Asia,Large,IRN,WRI1061133,Upper Gotvand,"1,016.00",2012,2004,2015,32.2607,48.9241
South America,Large,VEN,WRI1061136,Fabricio Ojeda,514,2011,2004,2014,7.747,-71.4668
Africa,Small,RWA,WRI1061149,Mukungwa II,2.5,2010,2004,2013,-1.582,29.655
Africa,Medium,RWA,WRI1061154,Nyabarongo I,28,2014,2008,2017,-1.989,29.633
Africa,Medium,KEN,WRI1061222,Sondu Miru,60,2007,2001,2010,-0.3426,34.8521
Africa,Medium,COD,WRI1061233,Imboulou,120,2011,2005,2014,-2.9347,16.1278
Africa,Medium,COD,WRI1061238,Rutshuru,13.8,2015,2009,2018,-1.2258,29.46
Asia,Medium,MMR,WRI1061353,KengTawn,54,2008,2002,2011,20.91,97.975
Asia,Medium,MMR,WRI1061354,Khabaung,30,2008,2002,2011,19.16,96.717
Asia,Medium,MMR,WRI1061356,Kun,60,2011,2005,2014,18.42,96.364
Asia,Medium,MMR,WRI1061357,Kyee ON Kyee Wa,74,2012,2006,2015,18.9,96.221
Asia,Medium,MMR,WRI1061366,Shwegyin,75.2,2011,2005,2014,19.68,96.291
Asia,Large,MMR,WRI1061367,Shweli (1),600,2008,2002,2011,23.7,97.507
Asia,Medium,MMR,WRI1061368,Tarpein-1,240,2011,2005,2014,24.42,97.525
Asia,Medium,MMR,WRI1061373,Ye?Ç??¢?¬new,25,2007,2001,2010,19.07,95.442
North America,Small,GTM,WRI1061387,Choloma,9.7,2011,2005,2014,15.44,-89.74
North America,Medium,GTM,WRI1061390,El Cobano,11,2015,2009,2018,14.18,-90.603
North America,Small,GTM,WRI1061391,El Manantial,3.8,2015,2009,2018,14.66,-91.628
North America,Medium,GTM,WRI1061393,El Recreo,26,2007,2001,2010,14.65,-91.573
North America,Medium,GTM,WRI1061400,Oxec,26.1,2015,2009,2018,15.59,-89.728
North America,Medium,GTM,WRI1061402,Palo Viejo,85,2012,2006,2015,15.5,-90.874
North America,Small,GTM,WRI1061403,Panan,7.3,2011,2005,2014,14.56,-91.363
North America,Medium,GTM,WRI1061410,Santa Teresa,17,2011,2005,2014,15.3,-90.143
North America,Small,GTM,WRI1061412,Vision de Aguila,2.1,2013,2007,2016,15.6,-90.398
North America,Medium,GTM,WRI1061413,Xacbal,94,2010,2004,2013,15.62,-91.085
Oceania,Medium,FJI,WRI1061476,Nadarivatu,40,2012,2006,2015,-17.6671,177.9413
Europe,Small,POL,WRI1061533,DobrzeÅ„,2,2008,2002,2011,50.7558,17.8332
Europe,Small,POL,WRI1061539,Krapkowice,2,2007,2001,2010,50.4712,17.9809
Europe,Medium,RUS,WRI1061901,Gotsatlinskaya HPP,100,2007,2001,2010,42.5298,46.9177
Europe,Medium,RUS,WRI1061902,Zaragizhskaya HPP of the Cascade of Nizhne-Cherekskiye HPPs,30.6,2011,2005,2014,43.3226,43.6907
Asia,Medium,CHN,WRI1070865,Bashan Dam,140,2009,2003,2012,32.1022,108.4624
Asia,Medium,CHN,WRI1070868,Wudu Dam,150,2008,2002,2011,31.9179,104.7746
Asia,Large,CHN,WRI1070879,Jiangpinghe Dam,500,2012,2005,2015,29.7389,110.3396
Asia,Medium,CHN,WRI1070881,Wawushan Dam,260,2007,2001,2010,29.6727,103.0358
Asia,Large,CHN,WRI1070882,Jiangbian Dam,330,2011,2008,2014,28.6064,101.7055
Asia,Large,CHN,WRI1070887,Baishi (Guizhou) Dam,420,2011,2003,2014,26.9558,109.4709
Asia,Medium,CHN,WRI1070889,Hongkou Dam,200,2008,2002,2011,26.8944,119.3279
Asia,Medium,CHN,WRI1070896,Shunchang Dam,48,2008,2002,2011,26.793,117.8891
Asia,Medium,CHN,WRI1070903,Longjiang (Yunnan) Dam,240,2010,2004,2013,24.2407,98.1103
Asia,Large,CHN,WRI1070906,Gelantan Dam,390,2007,2006,2010,22.7049,102.0574
Asia,Medium,CHN,WRI1070911,Jufudu Dam,285,2008,2002,2011,22.9034,101.7724
Asia,Medium,CHN,WRI1070912,Longma Dam,240,2007,2001,2010,22.8748,101.6463
Asia,Medium,CHN,WRI1070919,Gezhen Dam,80,2009,2003,2012,19.1801,108.9683
